17,49
22,49
25,45
27,47
32,49
35,48
5,56
13,42
16,51
28,38
34,45
41,57
56,48
40,55
2,41
8,64
19,49
51,40
23,47
26,50
38,61
59,45
29,50
30,51
39,49
53,46
58,60
15,41
31,50
33,32
52,54
4,51
18,45
47,45
57,42
36,55
42,62
14,45
44,42
55,51
12,46
20,50
37,51
49,42
21,40
3,42
43,47
54,59
1,43
50,38
6,43
10,45
9,38
11,51
45,60
46,48
24,40
7,44
48,40
